|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
32|2009|I742G|FIRST CAPITAL INSURANCE LTD|F. NET INVESTMENT INCOME|33|1005212|9711233|4472073|6491728|2558594|47574|100418|1215013|1710743|2392175|1619722|0|1274246|8211899|32598731
33|2009|I742G|FIRST CAPITAL INSURANCE LTD|G. OPERATING RESULT|34|1810125|16441666|9036483|-775175|-3685961|189045|-221079|2429056|3343140|3807812|4401895|0|3467422|17449325|40244429
34|2009|I742G|FIRST CAPITAL INSURANCE LTD|Net Loss Ratio|35|0.1859735063479833|0.335717865624057|0.36080872282139786|0.35802795386254366|0.7093772836462303|0.7303273994292286|0.6810846211893471|0.14949043418530863|0.05005100665465059|0.1506603261162354|0.26346752659946043|0|0.1451932489625239|0.1637253188382974|0.376714278212645
35|2009|I742G|FIRST CAPITAL INSURANCE LTD|Movement in Net Claims Liabilities|36|1106926|3691750|-372419|19427758|10703918|-134993|142924|377550|3268|623911|737664|0|2119658|3862051|38427915
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2010|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Direct business|1|4668822|76448238|21586380|69075689|16650557|183996|884385|11900011|3658820|12125284|11041391|0|5438351|44163857|233661924
1|2010|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted in Singapore|2|2183966|1859952|10605468|575562|1652254|23091|1556|1066250|418082|1526094|349404|0|4868825|8228655|25130504
2|2010|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other ASEAN countries|3|0|241224|0|0|0|0|0|0|0|0|0|0|0|0|241224
3|2010|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|73500|0|0|0|0|0|73500|73500
4|2010|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Total (2 to 4)|5|2183966|2101176|10605468|575562|1652254|23091|1556|1139750|418082|1526094|349404|0|4868825|8302155|25445228
5|2010|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - In Singapore|6|1019313|13935190|5526432|3855198|1549763|49942|44335|1780046|1561379|3552383|1910030|0|1386727|10190565|36170738
6|2010|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other ASEAN countries|7|180537|2009474|1196993|215992|45279|9319|0|472073|192038|757745|513310|0|248585|2183751|5841345
7|2010|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other countries|8|2878049|50492556|18282248|14694547|1288234|37816|2510|8712195|1235361|6559537|3206291|0|3494329|23207713|110883673
8|2010|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - Total (6 to 8)|9|4077899|66437220|25005673|18765737|2883276|97077|46845|10964314|2988778|10869665|5629631|0|5129641|35582029|152895756
9|2010|I742G|FIRST CAPITAL INSURANCE LTD|Net premiums written|10|2774889|12112194|7186175|50885514|15419535|110010|839096|2075447|1088124|2781713|5761164|0|5177535|16883983|106211396
10|2010|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at beginning of period|11|758289|2887745|3136430|10641337|8237671|75870|340727|1678840|4327460|3336365|1934177|0|2082816|13359658|39437727
11|2010|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at end of period|12|663106|2749481|3641772|14616021|7313016|55761|185467|1741291|3218521|4114457|1978450|0|1888356|12941075|42165699
12|2010|I742G|FIRST CAPITAL INSURANCE LTD|Premiums earned during the period|13|2870072|12250458|6680833|46910830|16344190|130119|994356|2012996|2197063|2003621|5716891|0|5371995|17302566|103483424
13|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Direct business|14|180858|349757922|3919290|21389415|12373823|6380|642455|330910|9434450|591698|1728458|0|860865|12946381|401216524
14|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted in Singapore|15|854647|440018|3060594|1109185|4010635|468|0|105061|-126608|92525|-14988|0|856081|912071|10387618
15|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (15 to 17)|18|854647|440018|3060594|1109185|4010635|468|0|105061|-126608|92525|-14988|0|856081|912071|10387618
18|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded in Singapore|19|66862|15862682|2768636|843315|2606514|356|32102|91798|5723259|561540|244533|0|472936|7094066|29274533
19|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|4163|1071562|229096|50625|3676|26|3|19622|607011|19309|62314|0|23104|731360|2090511
20|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other countries|21|543901|327448513|2401365|4425664|21324|106|18|86848|2577572|69590|409657|0|343642|3487309|338328200
21|2010|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (19 to 21)|22|614926|344382757|5399097|5319604|2631514|488|32123|198268|8907842|650439|716504|0|839682|11312735|369693244
22|2010|I742G|FIRST CAPITAL INSURANCE LTD|Net claims settled|23|420579|5815183|1580787|17178996|13752944|6360|610332|237703|400000|33784|996966|0|877264|2545717|41910898
23|2010|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at end of period|24|3993023|18472458|9057012|61156965|33090297|34107|154231|5974254|6152|2572239|10005265|0|7317498|25875408|151833501
24|2010|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at beginning of period|25|4115980|13828097|9369703|37227480|27184601|25866|201596|4845945|5928|1849841|6952846|0|5833431|19487991|111441314
25|2010|I742G|FIRST CAPITAL INSURANCE LTD|Net claims incurred|26|297622|10459544|1268096|41108481|19658640|14601|562967|1366012|400224|756182|4049385|0|2361331|8933134|82303085
26|2010|I742G|FIRST CAPITAL INSURANCE LTD|Management Expenses|27|186506|2137807|876136|1895633|498130|5636|24112|354891|110957|371537|310013|0|280521|1427919|7051879
27|2010|I742G|FIRST CAPITAL INSURANCE LTD|Commissions|28|1411811|6728060|5662445|8389963|1700266|36139|124490|793120|501905|1030623|1770515|0|2613298|6709461|30762635
28|2010|I742G|FIRST CAPITAL INSURANCE LTD|Reinsurance commissions|29|1217658|9912160|9466263|3547641|295225|22011|9283|1959243|688428|3095970|1345871|0|4595018|11684530|36154771
29|2010|I742G|FIRST CAPITAL INSURANCE LTD|Net commissions incurred|30|194153|-3184100|-3803818|4842322|1405041|14128|115207|-1166123|-186523|-2065347|424644|0|-1981720|-4975069|-5392136
30|2010|I742G|FIRST CAPITAL INSURANCE LTD|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2010|I742G|FIRST CAPITAL INSURANCE LTD|Underwriting gain / (loss)|32|2191791|2837207|8340419|-935606|-5217621|95754|292070|1458216|1872405|2941249|932849|0|4711863|11916582|19520596
32|2010|I742G|FIRST CAPITAL INSURANCE LTD|F. NET INVESTMENT INCOME|33|176107|2018614|827287|1789943|470358|5322|22767|335104|104771|350822|292728|0|264881|1348306|6658704
33|2010|I742G|FIRST CAPITAL INSURANCE LTD|G. OPERATING RESULT|34|2367898|4855821|9167706|854337|-4747263|101076|314837|1793320|1977176|3292071|1225577|0|4976744|13264888|26179300
34|2010|I742G|FIRST CAPITAL INSURANCE LTD|Net Loss Ratio|35|0.1515660626425057|0.4801097967882615|0.2199761347309243|0.33760091329725|0.8919169092971999|0.05781292609762749|0.7273685013395368|0.11453099019151056|0.36760516264690424|0.012145034372704876|0.1730494045994872|0|0.16943661414167166|0.1507770411756515|0.3945988808959822
35|2010|I742G|FIRST CAPITAL INSURANCE LTD|Movement in Net Claims Liabilities|36|-122957|4644361|-312691|23929485|5905696|8241|-47365|1128309|224|722398|3052419|0|1484067|6387417|40392187
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2011|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Direct business|1|5332412|55169916|21075649|76722451|16969501|254745|862755|10434829|1969639|14343389|10443011|0|6019470|43210338|219597767
1|2011|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted in Singapore|2|2792501|2431340|11483380|135129|1623639|61245|-928|1066231|400620|1504952|279442|0|4194743|7445988|25972294
2|2011|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other ASEAN countries|3|0|182003|0|0|0|0|0|0|0|0|0|0|0|0|182003
3|2011|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other countries|4|0|692743|4772|0|0|0|0|0|0|0|0|0|0|0|697515
4|2011|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Total (2 to 4)|5|2792501|3306086|11488152|135129|1623639|61245|-928|1066231|400620|1504952|279442|0|4194743|7445988|26851812
5|2011|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - In Singapore|6|1350850|12898597|6079076|4171138|1014838|23037|43151|1899389|988836|2875158|1970045|0|1381804|9115232|34695919
6|2011|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other ASEAN countries|7|548957|2989276|5016493|308751|344635|14235|-27|1718036|486945|2093528|1085938|0|680390|6064837|15287157
7|2011|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other countries|8|3211119|29090076|14313157|15245935|757434|17842|2533|5761579|81262|9448420|3918371|0|3347676|22557308|85195404
8|2011|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - Total (6 to 8)|9|5110926|44977949|25408726|19725824|2116907|55114|45657|9379004|1557043|14417106|6974354|0|5409870|37737377|135178480
9|2011|I742G|FIRST CAPITAL INSURANCE LTD|Net premiums written|10|3013987|13498053|7155075|57131756|16476233|260876|816170|2122056|813216|1431235|3748099|0|4804343|12918949|111271099
10|2011|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at beginning of period|11|663106|2749481|3641772|14616021|7313016|55761|185467|1741291|3218521|4114457|1978450|0|1888356|12941075|42165699
11|2011|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at end of period|12|699432|2966428|3738911|17610658|6432526|77236|49660|1785627|2577522|3493813|1798918|0|1734629|11390509|42965360
12|2011|I742G|FIRST CAPITAL INSURANCE LTD|Premiums earned during the period|13|2977661|13281106|7057936|54137119|17356723|239401|951977|2077720|1454215|2051879|3927631|0|4958070|14469515|110471438
13|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Direct business|14|3594424|23169895|4578595|30296820|14694092|19715|579820|501498|19769|705800|3326420|0|505844|5059331|81992692
14|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted in Singapore|15|1519885|734616|4272037|498201|2859915|1156|0|232175|-72695|341510|10712|0|1033358|1545060|11430870
15|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (15 to 17)|18|1519885|734616|4272037|498201|2859915|1156|0|232175|-72695|341510|10712|0|1033358|1545060|11430870
18|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded in Singapore|19|2109097|12237242|3184730|1672368|3650689|1399|28972|195351|5859|465533|1172685|0|186851|2026279|24910776
19|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|177016|624728|219296|6117|24030|892|0|26578|-1438|31104|121348|0|475|178067|1230146
20|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other countries|21|1698882|4198339|3061897|6258409|138633|1448|0|120624|6680|146066|818245|0|225124|1316739|16674347
21|2011|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (19 to 21)|22|3984995|17060309|6465923|7936894|3813352|3739|28972|342553|11101|642703|2112278|0|412450|3521085|42815269
22|2011|I742G|FIRST CAPITAL INSURANCE LTD|Net claims settled|23|1129314|6844202|2384709|22858127|13740655|17132|550848|391120|-64027|404607|1224854|0|1126752|3083306|50608293
23|2011|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at end of period|24|3882397|21788950|11475749|87557899|36095876|41935|427761|7142242|50250|2391562|10693517|0|10140433|30418004|191688571
24|2011|I742G|FIRST CAPITAL INSURANCE LTD|Claims liabilities at beginning of period|25|3993023|18472458|9057012|61156965|33090297|34107|154231|5974254|6152|2572239|10005265|0|7317498|25875408|151833501
25|2011|I742G|FIRST CAPITAL INSURANCE LTD|Net claims incurred|26|1018688|10160694|4803446|49259061|16746234|24960|824378|1559108|-19929|223930|1913106|0|3949687|7625902|90463363
26|2011|I742G|FIRST CAPITAL INSURANCE LTD|Management Expenses|27|258051|1857226|1034242|2441033|590527|10036|27372|365279|75281|503351|340550|0|324408|1608869|7827356
27|2011|I742G|FIRST CAPITAL INSURANCE LTD|Commissions|28|1756612|7885168|6386308|9723434|1663470|47881|121107|812710|348207|1100786|1628124|0|2669738|6559565|34143545
28|2011|I742G|FIRST CAPITAL INSURANCE LTD|Reinsurance commissions|29|1573841|12027344|8354559|3780911|30852|12605|9023|1738520|240646|2498258|1991892|0|4700063|11169379|36958514
29|2011|I742G|FIRST CAPITAL INSURANCE LTD|Net commissions incurred|30|182771|-4142176|-1968251|5942523|1632618|35276|112084|-925810|107561|-1397472|-363768|0|-2030325|-4609814|-2814969
30|2011|I742G|FIRST CAPITAL INSURANCE LTD|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2011|I742G|FIRST CAPITAL INSURANCE LTD|Underwriting gain / (loss)|32|1518151|5405362|3188499|-3505498|-1612656|169129|-11857|1079143|1291302|2722070|2037743|0|2714300|9844558|14995688
32|2011|I742G|FIRST CAPITAL INSURANCE LTD|F. NET INVESTMENT INCOME|33|127151|915120|509607|1202782|290973|4945|13487|179986|37093|248018|167801|0|159847|792745|3856810
33|2011|I742G|FIRST CAPITAL INSURANCE LTD|G. OPERATING RESULT|34|1645302|6320482|3698106|-2302716|-1321683|174074|1630|1259129|1328395|2970088|2205544|0|2874147|10637303|18852498
34|2011|I742G|FIRST CAPITAL INSURANCE LTD|Net Loss Ratio|35|0.3746910653562872|0.5070510539557075|0.3332891688766365|0.40009494894573167|0.8339682377640568|0.06567104678084608|0.6749182155678352|0.18431181834975138|-0.07873307952622674|0.28269780993337923|0.3267933957987769|0|0.2345278011998727|0.23866538988581812|0.4548197461409094
35|2011|I742G|FIRST CAPITAL INSURANCE LTD|Movement in Net Claims Liabilities|36|-110626|3316492|2418737|26400934|3005579|7828|273530|1167988|44098|-180677|688252|0|2822935|4542596|39855070
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2012|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Direct business|1|6634737|61000049|28037402|80744308|18917889|441533|873972|12465669|2096345|20340789|12321380|0|4949674|52173857|248823747
1|2012|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted in Singapore|2|3228209|2439837|16222757|266099|1436873|75731|10663329|1825450|980116|1534838|787249|0|5578778|10706431|45039266
2|2012|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other ASEAN countries|3|0|226147|0|0|0|0|0|0|0|0|0|0|0|0|226147
3|2012|I742G|FIRST CAPITAL INSURANCE LTD|GWP - RI accepted from other countries|4|0|820001|11477|0|0|0|0|0|0|0|0|0|0|0|831478
4|2012|I742G|FIRST CAPITAL INSURANCE LTD|GWP - Total (2 to 4)|5|3228209|3485985|16234234|266099|1436873|75731|10663329|1825450|980116|1534838|787249|0|5578778|10706431|46096891
5|2012|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - In Singapore|6|1630363|13054377|8674061|3921580|1471801|53258|43535|2072356|936080|4139834|2016834|0|1044655|10209759|39058734
6|2012|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other ASEAN countries|7|1578705|6095969|11752111|597657|793021|79065|-29|2564734|476086|2841685|2046251|0|1390958|9319714|30216213
7|2012|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - To other countries|8|3569482|32946397|14801545|16194643|418500|81211|-135|7209400|682910|13090945|3592228|0|2987351|27562834|95574477
8|2012|I742G|FIRST CAPITAL INSURANCE LTD|RI ceded - Total (6 to 8)|9|6778550|52096743|35227717|20713880|2683322|213534|43371|11846490|2095076|20072464|7655313|0|5422964|47092307|164849424
9|2012|I742G|FIRST CAPITAL INSURANCE LTD|Net premiums written|10|3084396|12389291|9043919|60296527|17671440|303730|11493930|2444629|981385|1803163|5453316|0|5105488|15787981|130071214
10|2012|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at beginning of period|11|699432|2966428|3738911|17610658|6432526|77236|49660|1785627|2577522|3493813|1798918|0|1734629|11390509|42965360
11|2012|I742G|FIRST CAPITAL INSURANCE LTD|Premium liabilities at end of period|12|929045|3219679|7221234|17809324|8218823|84433|3751728|1855392|2112267|3891450|1836813|0|1751243|11447165|52681431
12|2012|I742G|FIRST CAPITAL INSURANCE LTD|Premiums earned during the period|13|2854783|12136040|5561596|60097861|15885143|296533|7791862|2374864|1446640|1405526|5415421|0|5088874|15731325|120355143
13|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Direct business|14|911507|34733096|23596532|47469016|13415858|25591|669153|662897|771079|446167|3223663|0|1492604|6596410|127417163
14|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted in Singapore|15|1091451|852621|8037777|232979|1846347|9922|4917901|-41062|-65504|532320|21757|0|1254894|1702405|18691403
15|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI accepted from other countries|17|0|11012|0|0|0|0|0|0|0|0|0|0|0|0|11012
17|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (15 to 17)|18|1091451|863633|8037777|232979|1846347|9922|4917901|-41062|-65504|532320|21757|0|1254894|1702405|18702415
18|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded in Singapore|19|433795|20198279|15813834|2815827|2542115|1414|33921|272243|80627|587280|492302|0|488230|1920682|43759867
19|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|197575|1188041|3232279|23300|5655|380|290|59514|90237|26805|262574|0|174065|613195|5260715
20|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - RI recoveries from business ceded to other countries|21|726506|5797438|8398225|9871290|30534|380|1352|150229|155856|127738|1321627|0|931799|2687249|27512974
21|2012|I742G|FIRST CAPITAL INSURANCE LTD|Gross claims settled - Total (19 to 21)|22|1357876|27183758|27444338|12710417|2578304|2174|35563|481986|326720|741823|2076503|0|1594094|5221126|76533556
22|2012|I742G|FIRST CAPITAL INSURANCE LTD|Net claims settled|23|645082|8412971|4189971|34991578|12683901|33339|5551491|139849|378855|236664|1168917|0|1153404|3077689|69586022
